# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	715292	716599	+	WP_010866192.1	WP_010866192.1		hypothetical protein		1445814	APE_RS03970	1308	435	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	716569	716826	+						4525303	APE_RS03975	258		old_locus_tag=APE_1147a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	716569	716826	+	WP_010866193.1	WP_010866193.1		hypothetical protein		4525303	APE_RS03975	258	85	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	719079	719723	+						1445821	APE_RS03980	645		old_locus_tag=APE1154,APE_1154.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	719079	719723	+	WP_010866194.1	WP_010866194.1		30S ribosomal protein S3ae		1445821	APE_RS03980	645	214	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	719720	720841	+						1445822	APE_RS03985	1122		old_locus_tag=APE1156,APE_1156.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	719720	720841	+	WP_148679002.1	WP_148679002.1		SPOUT family RNA methylase		1445822	APE_RS03985	1122	373	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	720834	722402	+						1445823	APE_RS03990	1569		old_locus_tag=APE1158,APE_1158.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	720834	722402	+	WP_010866196.1	WP_010866196.1		radical SAM protein		1445823	APE_RS03990	1569	522	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	722399	722920	-						1445824	APE_RS03995	522		old_locus_tag=APE1161,APE_1161.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	722399	722920	-	WP_148679003.1	WP_148679003.1		hypothetical protein		1445824	APE_RS03995	522	173	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	723046	724278	-						1445825	APE_RS04000	1233		old_locus_tag=APE1164,APE_1164
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	723046	724278	-	WP_010866198.1	WP_010866198.1		redox-regulated ATPase YchF		1445825	APE_RS04000	1233	410	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	724355	725056	-						1445826	APE_RS04005	702		old_locus_tag=APE1167,APE_1167.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	724355	725056	-	WP_010866199.1	WP_010866199.1		ribosome assembly factor SBDS		1445826	APE_RS04005	702	233	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	725116	725871	-						1445827	APE_RS04010	756		old_locus_tag=APE1169,APE_1169.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	725116	725871	-	WP_010866200.1	WP_010866200.1		metallophosphoesterase family protein		1445827	APE_RS04010	756	251	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	726032	726304	+						41583238	APE_RS04015	273		
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	726032	726304	+	WP_148679004.1	WP_148679004.1		hypothetical protein		41583238	APE_RS04015	273	90	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	726370	726537	+						43496823	APE_RS08790	168		
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	726370	726537	+	WP_158298239.1	WP_158298239.1		hypothetical protein		43496823	APE_RS08790	168	55	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	726552	726815	-						4525304	APE_RS04020	264		old_locus_tag=APE_1169a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	726552	726815	-	WP_010866201.1	WP_010866201.1		hypothetical protein		4525304	APE_RS04020	264	87	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	726823	727887	-						1445829	APE_RS04025	1065		old_locus_tag=APE1173,APE_1173.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	726823	727887	-	WP_010866202.1	WP_010866202.1		hypothetical protein		1445829	APE_RS04025	1065	354	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	728049	729443	+						1445832	APE_RS04030	1395		old_locus_tag=APE1177,APE_1177.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	728049	729443	+	WP_010866203.1	WP_010866203.1		hypothetical protein		1445832	APE_RS04030	1395	464	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	730149	730712	-					rfbC	1445834	APE_RS04035	564		old_locus_tag=APE1178,APE_1178
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	730149	730712	-	WP_010866204.1	WP_010866204.1		dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC	1445834	APE_RS04035	564	187	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	730716	731633	-					rfbD	1445835	APE_RS04040	918		old_locus_tag=APE1179,APE_1179.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	730716	731633	-	WP_148679005.1	WP_148679005.1		dTDP-4-dehydrorhamnose reductase	rfbD	1445835	APE_RS04040	918	305	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	731627	732619	-					rfbB	1445836	APE_RS04045	993		old_locus_tag=APE1180,APE_1180
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	731627	732619	-	WP_010866206.1	WP_010866206.1		dTDP-glucose 4,6-dehydratase	rfbB	1445836	APE_RS04045	993	330	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	732632	733699	-						1445837	APE_RS04050	1068		old_locus_tag=APE1181,APE_1181
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	732632	733699	-	WP_010866207.1	WP_010866207.1		glucose-1-phosphate thymidylyltransferase		1445837	APE_RS04050	1068	355	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	734385	735953	-						1445838	APE_RS04055	1569		old_locus_tag=APE1182,APE_1182
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	734385	735953	-	WP_010866208.1	WP_010866208.1		hypothetical protein		1445838	APE_RS04055	1569	522	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	736704	737633	-						1445839	APE_RS04060	930		old_locus_tag=APE1183,APE_1183
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	736704	737633	-	WP_010866209.1	WP_010866209.1		class I SAM-dependent methyltransferase		1445839	APE_RS04060	930	309	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	738215	739288	-						1445840	APE_RS04065	1074		old_locus_tag=APE1184,APE_1184
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	738215	739288	-	WP_010866210.1	WP_010866210.1		glycosyltransferase family 2 protein		1445840	APE_RS04065	1074	357	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	739270	740559	-						1445841	APE_RS04070	1290		old_locus_tag=APE1186,APE_1186.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	739270	740559	-	WP_010866211.1	WP_010866211.1		glycosyltransferase		1445841	APE_RS04070	1290	429	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	740556	742859	-						1445842	APE_RS04075	2304		old_locus_tag=APE1187,APE_1187.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	740556	742859	-	WP_010866212.1	WP_010866212.1		hypothetical protein		1445842	APE_RS04075	2304	767	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	742865	743899	-						1445843	APE_RS04080	1035		old_locus_tag=APE1188,APE_1188
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	742865	743899	-	WP_158298240.1	WP_158298240.1		glycosyltransferase		1445843	APE_RS04080	1035	344	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	744013	744864	-						1445559	APE_RS04085	852		old_locus_tag=APE1189,APE_1189.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	744013	744864	-	WP_010866214.1	WP_010866214.1		glycosyltransferase family 2 protein		1445559	APE_RS04085	852	283	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	744904	745524	-						1445844	APE_RS04090	621		old_locus_tag=APE1190,APE_1190.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	744904	745524	-	WP_010866215.1	WP_010866215.1		FkbM family methyltransferase		1445844	APE_RS04090	621	206	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	745695	746786	-						1445845	APE_RS04095	1092		old_locus_tag=APE1191,APE_1191
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	745695	746786	-	WP_010866216.1	WP_010866216.1		glycosyltransferase family 4 protein		1445845	APE_RS04095	1092	363	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	746791	747663	-						1445846	APE_RS04100	873		old_locus_tag=APE1192,APE_1192
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	746791	747663	-	WP_010866217.1	WP_010866217.1		glycosyltransferase		1445846	APE_RS04100	873	290	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	747756	748187	-						1445847	APE_RS04105	432		old_locus_tag=APE1193,APE_1193.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	747756	748187	-	WP_010866218.1	WP_010866218.1		hypothetical protein		1445847	APE_RS04105	432	143	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	748448	748753	-						1445848	APE_RS04110	306		old_locus_tag=APE1194,APE_1194.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	748448	748753	-	WP_010866219.1	WP_010866219.1		transcriptional regulator		1445848	APE_RS04110	306	101	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	748874	749425	-					cysC	1445849	APE_RS04115	552		old_locus_tag=APE1195,APE_1195.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	748874	749425	-	WP_010866220.1	WP_010866220.1		adenylyl-sulfate kinase	cysC	1445849	APE_RS04115	552	183	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	749617	749826	+						41583239	APE_RS04120	210		
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	749617	749826	+	WP_148679010.1	WP_148679010.1		CopG family transcriptional regulator		41583239	APE_RS04120	210	69	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	749853	750650	+						1445850	APE_RS04125	798		old_locus_tag=APE1196,APE_1196.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	749853	750650	+	WP_010866221.1	WP_010866221.1		sulfite exporter TauE/SafE family protein		1445850	APE_RS04125	798	265	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	750640	751791	+					sat	1445851	APE_RS04130	1152		old_locus_tag=APE1197,APE_1197.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	750640	751791	+	WP_010866222.1	WP_010866222.1		sulfate adenylyltransferase	sat	1445851	APE_RS04130	1152	383	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	751816	753192	-						1445852	APE_RS04135	1377		old_locus_tag=APE1199,APE_1199
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	751816	753192	-	WP_010866223.1	WP_010866223.1		nucleotide pyrophosphatase		1445852	APE_RS04135	1377	458	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	753392	754642	+						1445853	APE_RS04140	1251		old_locus_tag=APE1202,APE_1202.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	753392	754642	+	WP_010866224.1	WP_010866224.1		NTP transferase domain-containing protein		1445853	APE_RS04140	1251	416	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	754817	756670	+					glmS	1445855	APE_RS04145	1854		old_locus_tag=APE1205,APE_1205.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	754817	756670	+	WP_010866225.1	WP_010866225.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS	1445855	APE_RS04145	1854	617	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	756713	757804	+						1445856	APE_RS04150	1092		old_locus_tag=APE1208,APE_1208.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	756713	757804	+	WP_010866226.1	WP_010866226.1		NDP-sugar synthase		1445856	APE_RS04150	1092	363	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	758071	758241	+						41583240	APE_RS04155	171		
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	758071	758241	+	WP_158298241.1	WP_158298241.1		hypothetical protein		41583240	APE_RS04155	171	56	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	758678	759475	-						1445857	APE_RS04160	798		old_locus_tag=APE1209,APE_1209
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	758678	759475	-	WP_010866227.1	WP_010866227.1		hypothetical protein		1445857	APE_RS04160	798	265	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	759592	759789	+						4525206	APE_RS04165	198		old_locus_tag=APE_1209a
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	759592	759789	+	WP_010866228.1	WP_010866228.1		acyl-CoA dehydrogenase		4525206	APE_RS04165	198	65	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	759849	760274	-						1445560	APE_RS04170	426		old_locus_tag=APE_1209b
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	759849	760274	-	WP_010866229.1	WP_010866229.1		type II toxin-antitoxin system VapC family toxin		1445560	APE_RS04170	426	141	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	760255	760476	-						1445858	APE_RS04175	222		old_locus_tag=APE_1209c.1,APES043
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	760255	760476	-	WP_010866230.1	WP_010866230.1		antitoxin family protein		1445858	APE_RS04175	222	73	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	760854	761129	+						4525207	APE_RS04180	276		old_locus_tag=APE_1209e
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	760854	761129	+	WP_010866232.1	WP_010866232.1		acyl-CoA dehydrogenase		4525207	APE_RS04180	276	91	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	761601	763202	+						1445861	APE_RS04185	1602		old_locus_tag=APE1210,APE_1210.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	761601	763202	+	WP_148679014.1	WP_148679014.1		hypothetical protein		1445861	APE_RS04185	1602	533	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	763296	763670	+						1445862	APE_RS04190	375		old_locus_tag=APE1211,APE_1211.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	763296	763670	+	WP_010866235.1	WP_010866235.1		hypothetical protein		1445862	APE_RS04190	375	124	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	764281	768282	+						1445864	APE_RS04195	4002		old_locus_tag=APE1213,APE_1213.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	764281	768282	+	WP_148679015.1	WP_148679015.1		S8 family serine peptidase		1445864	APE_RS04195	4002	1333	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	768368	769969	+						1445867	APE_RS04200	1602		old_locus_tag=APE1216,APE_1216
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	768368	769969	+	WP_010866237.1	WP_010866237.1		surface layer protein		1445867	APE_RS04200	1602	533	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	770147	771226	-						1445869	APE_RS04205	1080		old_locus_tag=APE1219,APE_1219.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	770147	771226	-	WP_010866238.1	WP_010866238.1		hypothetical protein		1445869	APE_RS04205	1080	359	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	771475	772323	+						1445870	APE_RS04210	849		old_locus_tag=APE1220,APE_1220
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	771475	772323	+	WP_148679017.1	WP_148679017.1		hypothetical protein		1445870	APE_RS04210	849	282	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	772445	773461	+						1445871	APE_RS04215	1017		old_locus_tag=APE1221,APE_1221
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	772445	773461	+	WP_158298242.1	WP_158298242.1		DUF3782 domain-containing protein		1445871	APE_RS04215	1017	338	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	773599	774780	+						1445873	APE_RS04220	1182		old_locus_tag=APE1223,APE_1223.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	773599	774780	+	WP_148679018.1	WP_148679018.1		pyridoxal-phosphate dependent enzyme		1445873	APE_RS04220	1182	393	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	774777	775931	+						1445874	APE_RS04225	1155		old_locus_tag=APE1226,APE_1226
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	774777	775931	+	WP_010866242.1	WP_010866242.1		cystathionine gamma-synthase		1445874	APE_RS04225	1155	384	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	776023	776754	-					cas6	1445875	APE_RS04230	732		old_locus_tag=APE1228,APE_1228.1
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	776023	776754	-	WP_010866243.1	WP_010866243.1		CRISPR-associated endoribonuclease Cas6	cas6	1445875	APE_RS04230	732	243	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	776762	777886	-					cas8a2	1445877	APE_RS04235	1125		old_locus_tag=APE1230,APE_1230
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	776762	777886	-	WP_010866244.1	WP_010866244.1		type I-A CRISPR-associated protein Cas8a2/Csa4	cas8a2	1445877	APE_RS04235	1125	374	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	777900	778748	-						1445878	APE_RS04240	849		old_locus_tag=APE1231,APE_1231
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	777900	778748	-	WP_010866245.1	WP_010866245.1		CRISPR-associated protein		1445878	APE_RS04240	849	282	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	778745	780457	-					cas3	1445879	APE_RS04245	1713		old_locus_tag=APE1232,APE_1232
CDS	with_protein	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	778745	780457	-	WP_010866246.1	WP_010866246.1		CRISPR-associated helicase Cas3'	cas3	1445879	APE_RS04245	1713	570	
gene	protein_coding	GCF_000011125.1	Primary Assembly	chromosome		NC_000854.2	780435	781349	-					cas5a	1445881	APE_RS04250	915		old_locus_tag=APE1234,APE_1234.1
